	Word	Bigram	Conc.M	Conc.SD	Unknown	Total	Percent_known	SUBTLEX	Dom_Pos
2210	neurobiological	0	2.62	1.54	0	29	1.0	2	Adjective
2211	oceanographic	0	2.62	1.38	3	27	0.8888888888888888	12	Adjective
2212	omnivorous	0	2.62	1.29	0	29	1.0	2	Adjective
2213	orthographic	0	2.62	1.69	4	28	0.8571428571428571	1	Adjective
2214	portable	0	2.62	1.45	0	29	1.0	204	Adjective
2215	relaxing	0	2.62	1.35	0	24	1.0	184	Adjective
2216	residential	0	2.62	1.33	0	26	1.0	91	Adjective
2217	southern	0	2.62	1.29	0	29	1.0	592	Adjective
2218	sporty	0	2.62	1.12	0	29	1.0	38	Adjective
2220	unborn	0	2.62	1.45	0	29	1.0	116	Adjective
2221	unclaimed	0	2.62	1.32	0	29	1.0	19	Adjective
2222	wifeless	0	2.62	1.54	1	30	0.9666666666666667	1	Adjective
2223	advancing	0	2.61	1.34	0	28	1.0	76	Adjective
2224	aggravated	0	2.61	1.29	0	28	1.0	64	Adjective
2225	ballistic	0	2.61	1.52	1	29	0.9655172413793104	59	Adjective
2226	boldfaced	0	2.61	1.37	0	28	1.0	1	Adjective
2227	conducive	0	2.61	1.13	0	28	1.0	23	Adjective
2228	cottony	0	2.61	1.31	1	29	0.9655172413793104	3	Adjective
2229	cozy	0	2.61	1.31	0	28	1.0	288	Adjective
2230	fine	0	2.61	1.47	0	28	1.0	30502	Adjective
2231	fussy	0	2.61	1.42	0	28	1.0	79	Adjective
2232	hideous	0	2.61	1.29	1	29	0.9655172413793104	274	Adjective
2233	intermittent	0	2.61	1.29	0	28	1.0	28	Adjective
2234	invigorated	0	2.61	1.26	0	28	1.0	7	Adjective
2235	lethargic	0	2.61	1.17	1	29	0.9655172413793104	16	Adjective
2236	mighty	0	2.61	1.5	0	28	1.0	1355	Adjective
2238	noninfectious	0	2.61	1.5	1	29	0.9655172413793104	3	Adjective
2239	orchestral	0	2.61	1.42	0	28	1.0	10	Adjective
2240	pregnable	0	2.61	1.12	4	27	0.8518518518518519	1	Adjective
2241	salvageable	0	2.61	1.29	0	28	1.0	13	Adjective
2242	spastic	0	2.61	1.23	0	28	1.0	31	Adjective
2243	stranded	0	2.61	1.17	1	29	0.9655172413793104	153	Adjective
2244	stuffy	0	2.61	1.43	0	31	1.0	185	Adjective
2245	caustic	0	2.6	1.15	3	28	0.8928571428571429	7	Adjective
2246	fluctuating	0	2.6	1.35	0	25	1.0	15	Adjective
2247	inflammatory	0	2.6	1.29	0	25	1.0	32	Adjective
2248	late	0	2.6	1.41	0	25	1.0	13756	Adjective
2249	paranormal	0	2.6	1.28	0	30	1.0	67	Adjective
2250	phonetic	0	2.6	1.38	3	28	0.8928571428571429	12	Adjective
2251	rowdy	0	2.6	1.16	0	30	1.0	52	Adjective
2252	sickly	0	2.6	1.32	0	25	1.0	39	Adjective
2253	spangled	0	2.6	1.19	2	27	0.9259259259259259	12	Adjective
2254	squalid	0	2.6	1.22	4	29	0.8620689655172413	15	Adjective
2255	totalitarian	0	2.6	1.68	2	27	0.9259259259259259	8	Adjective
2256	unscripted	0	2.6	1.38	0	30	1.0	3	Adjective
2257	unsinkable	0	2.6	1.25	0	30	1.0	5	Adjective
2258	alert	0	2.59	1.55	0	27	1.0	1051	Adjective
2259	biomedical	0	2.59	1.43	0	29	1.0	4	Adjective
2260	boisterous	0	2.59	1.22	1	28	0.9642857142857143	12	Adjective
2261	correct	0	2.59	1.34	0	27	1.0	2292	Adjective
2263	disembodied	0	2.59	1.31	0	27	1.0	21	Adjective
2264	dizzy	0	2.59	1.55	0	27	1.0	430	Adjective
2265	equatorial	0	2.59	1.37	1	28	0.9642857142857143	17	Adjective
2266	exposable	0	2.59	1.39	1	28	0.9642857142857143	1	Adjective
2267	feeble	0	2.59	1.31	1	28	0.9642857142857143	86	Adjective
2268	fixable	0	2.59	1.3	0	29	1.0	20	Adjective
2269	gleeful	0	2.59	1.27	0	29	1.0	7	Adjective
2270	heterogeneous	0	2.59	1.53	3	25	0.88	2	Adjective
2271	hydrothermal	0	2.59	0.93	1	28	0.9642857142857143	10	Adjective
2273	mutilated	0	2.59	1.5	0	29	1.0	65	Adjective
2274	mystic	0	2.59	1.27	0	29	1.0	74	Adjective
2275	nonprofit	0	2.59	1.47	0	27	1.0	16	Adjective
2276	psychiatric	0	2.59	1.28	1	28	0.9642857142857143	242	Adjective
2277	scoreless	0	2.59	1.45	1	28	0.9642857142857143	7	Adjective
2278	superhuman	0	2.59	1.55	1	28	0.9642857142857143	41	Adjective
2279	temperate	0	2.59	1.35	1	30	0.9666666666666667	12	Adjective
2280	unaffordable	0	2.59	1.52	0	29	1.0	2	Adjective
2281	undersigned	0	2.59	1.5	2	29	0.9310344827586207	5	Adjective
2282	unshielded	0	2.59	1.35	0	29	1.0	1	Adjective
2283	unsupervised	0	2.59	1.32	0	29	1.0	31	Adjective
2284	unwed	0	2.59	1.12	1	28	0.9642857142857143	27	Adjective
2285	walloping	0	2.59	1.19	2	29	0.9310344827586207	8	Adjective
2286	wearable	0	2.59	1.25	0	27	1.0	3	Adjective
2287	catalytic	0	2.58	1.38	3	27	0.8888888888888888	7	Adjective
2288	commutable	0	2.58	1.42	1	27	0.9629629629629629	1	Adjective
2289	concentric	0	2.58	1.47	3	29	0.896551724137931	14	Adjective
2290	congest	0	2.58	1.1	2	28	0.9285714285714286	1	Adjective
2291	degradable	0	2.58	1.53	1	27	0.9629629629629629	1	Adjective
2292	ejaculatory	0	2.58	1.32	1	25	0.96	2	Adjective
2293	enraged	0	2.58	1.47	1	27	0.9629629629629629	35	Adjective
2294	geothermal	0	2.58	1.61	4	28	0.8571428571428571	8	Adjective
2295	inedible	0	2.58	1.55	1	27	0.9629629629629629	18	Adjective
2297	monogamous	0	2.58	1.39	1	27	0.9629629629629629	42	Adjective
2298	noninvasive	0	2.58	1.24	1	27	0.9629629629629629	6	Adjective
2300	orthopedic	0	2.58	1.27	0	26	1.0	26	Adjective
2301	overworked	0	2.58	1.47	0	24	1.0	50	Adjective
2302	posthumous	0	2.58	1.5	3	27	0.8888888888888888	13	Adjective
2303	predatory	0	2.58	1.1	1	27	0.9629629629629629	32	Adjective
2304	prerecorded	0	2.58	1.5	1	27	0.9629629629629629	12	Adjective
2305	puny	0	2.58	1.33	3	29	0.896551724137931	74	Adjective
2306	seedy	0	2.58	1.45	2	28	0.9285714285714286	37	Adjective
2307	shitty	0	2.58	1.39	1	27	0.9629629629629629	371	Adjective
2308	sociopathic	0	2.58	1.47	0	26	1.0	14	Adjective
2309	synchronized	0	2.58	1.41	1	25	0.96	39	Adjective
2310	tacky	0	2.58	1.39	0	26	1.0	134	Adjective
2311	tender	0	2.58	1.33	0	26	1.0	453	Adjective
2312	unbarred	0	2.58	1.32	2	26	0.9230769230769231	1	Adjective
2313	unbowed	0	2.58	1.44	3	27	0.8888888888888888	5	Adjective
2314	undermanned	0	2.58	1.18	4	28	0.8571428571428571	3	Adjective
2315	unlighted	0	2.58	1.38	1	25	0.96	2	Adjective
2316	unpalatable	0	2.58	1.21	3	27	0.8888888888888888	2	Adjective
2317	agitated	0	2.57	1.37	1	29	0.9655172413793104	128	Adjective
2318	centennial	0	2.57	1.57	1	29	0.9655172413793104	20	Adjective
2319	crummy	0	2.57	1.4	0	28	1.0	171	Adjective
2320	diminutive	0	2.57	1.43	1	29	0.9655172413793104	20	Adjective
2321	distorted	0	2.57	1.5	0	28	1.0	103	Adjective
2322	domestic	0	2.57	1.23	0	28	1.0	351	Adjective
2323	feverish	0	2.57	1.19	0	30	1.0	33	Adjective
2324	galactic	0	2.57	1.55	1	29	0.9655172413793104	56	Adjective
2325	gestational	0	2.57	1.27	0	23	1.0	3	Adjective
2326	gigantic	0	2.57	1.37	0	28	1.0	190	Adjective
2327	housewarming	0	2.57	1.35	0	28	1.0	36	Adjective
2328	humanitarian	0	2.57	1.5	0	28	1.0	95	Adjective
2329	indirect	0	2.57	1.38	0	23	1.0	21	Adjective
2330	muted	0	2.57	1.23	0	28	1.0	20	Adjective
2331	numerous	0	2.57	1.45	0	30	1.0	183	Adjective
2332	public	0	2.57	1.32	0	28	1.0	3625	Adjective
2333	retarded	0	2.57	1.48	0	28	1.0	318	Adjective
2334	revolting	0	2.57	1.3	0	30	1.0	98	Adjective
2335	rigorous	0	2.57	1.23	0	28	1.0	43	Adjective
2336	scarce	0	2.57	1.55	0	28	1.0	87	Adjective
2337	statewide	0	2.57	1.3	0	30	1.0	15	Adjective
2338	steadying	0	2.57	1.2	1	29	0.9655172413793104	4	Adjective
2339	unemployed	0	2.57	1.32	1	29	0.9655172413793104	186	Adjective
2340	voluminous	0	2.57	1.37	1	29	0.9655172413793104	2	Adjective
2341	accumulative	0	2.56	1.23	0	25	1.0	3	Adjective
2342	caloric	0	2.56	1.19	1	28	0.9642857142857143	4	Adjective
2343	colonic	0	2.56	1.08	3	28	0.8928571428571429	24	Adjective
2344	defective	0	2.56	1.22	0	27	1.0	110	Adjective
2345	equal	0	2.56	1.34	0	27	1.0	682	Adjective
2346	fatherly	0	2.56	1.45	0	27	1.0	31	Adjective
2347	fitful	0	2.56	1.42	3	28	0.8928571428571429	2	Adjective
2348	frictionless	0	2.56	1.74	1	28	0.9642857142857143	1	Adjective
2349	happy	0	2.56	1.78	0	27	1.0	16993	Adjective
2350	incontinent	0	2.56	1.39	3	28	0.8928571428571429	18	Adjective
2351	linguistic	0	2.56	1.37	0	27	1.0	18	Adjective
2352	mulled	0	2.56	1.29	2	27	0.9259259259259259	4	Adjective
2353	nonresponsive	0	2.56	1.05	0	27	1.0	9	Adjective
2354	pleasing	0	2.56	1.53	0	27	1.0	79	Adjective
2355	pulmonary	0	2.56	1.31	1	28	0.9642857142857143	74	Adjective
2356	recoverable	0	2.56	1.34	1	28	0.9642857142857143	5	Adjective
2357	semiprecious	0	2.56	1.29	2	27	0.9259259259259259	3	Adjective
2358	spacious	0	2.56	1.42	0	27	1.0	58	Adjective
2359	unblended	0	2.56	1.53	1	28	0.9642857142857143	1	Adjective
2360	untarnished	0	2.56	1.33	0	25	1.0	4	Adjective
2362	abusive	0	2.55	1.43	0	29	1.0	83	Adjective
2363	allergic	0	2.55	1.38	0	29	1.0	413	Adjective
2365	functional	0	2.55	1.18	0	29	1.0	139	Adjective
2366	hearty	0	2.55	1.15	0	29	1.0	99	Adjective
2367	hygienic	0	2.55	1.45	1	30	0.9666666666666667	27	Adjective
2368	iconic	0	2.55	1.43	0	29	1.0	10	Adjective
2369	infuriating	0	2.55	1.55	0	29	1.0	25	Adjective
2370	multicultural	0	2.55	1.4	0	29	1.0	3	Adjective
2372	playable	0	2.55	1.24	0	29	1.0	3	Adjective
2373	portly	0	2.55	1.4	1	30	0.9666666666666667	8	Adjective
2374	retrievable	0	2.55	1.21	0	29	1.0	2	Adjective
2375	sensory	0	2.55	1.5	0	29	1.0	55	Adjective
2376	sightless	0	2.55	1.4	0	29	1.0	7	Adjective
2377	strenuous	0	2.55	1.45	1	30	0.9666666666666667	30	Adjective
2378	treatable	0	2.55	1.38	0	29	1.0	29	Adjective
2379	aggressive	0	2.54	1.39	0	26	1.0	405	Adjective
2380	arrhythmic	0	2.54	1.39	4	30	0.8666666666666667	2	Adjective
2381	bionic	0	2.54	1.36	2	28	0.9285714285714286	30	Adjective
2382	bleak	0	2.54	1.26	0	28	1.0	55	Adjective
2383	consolidated	0	2.54	1.4	0	28	1.0	36	Adjective
2384	duller	0	2.54	1.53	1	27	0.9629629629629629	14	Adjective
2385	easterly	0	2.54	1.45	3	29	0.896551724137931	7	Adjective
2386	exact	0	2.54	1.37	0	28	1.0	1154	Adjective
2387	geopolitical	0	2.54	1.39	1	27	0.9629629629629629	8	Adjective
2388	guiding	0	2.54	1.35	0	28	1.0	106	Adjective
2389	gushy	0	2.54	1.37	1	29	0.9655172413793104	7	Adjective
2390	matrimonial	0	2.54	1.29	0	28	1.0	15	Adjective
2391	maximum	0	2.54	1.53	0	28	1.0	396	Adjective
2392	nonpaying	0	2.54	1.48	1	27	0.9629629629629629	1	Adjective
2393	nonsexual	0	2.54	1.45	1	27	0.9629629629629629	2	Adjective
2394	official	0	2.54	1.43	0	28	1.0	1224	Adjective
2395	overstaffed	0	2.54	1.27	1	27	0.9629629629629629	2	Adjective
2396	pandemic	0	2.54	1.45	1	27	0.9629629629629629	5	Adjective
2397	patented	0	2.54	1.55	0	28	1.0	41	Adjective
2398	photogenic	0	2.54	1.4	0	28	1.0	30	Adjective
2399	pneumonic	0	2.54	1.28	3	27	0.8888888888888888	9	Adjective
2400	procreative	0	2.54	1.33	3	29	0.896551724137931	3	Adjective
2401	protective	0	2.54	1.32	0	28	1.0	309	Adjective
2402	repairable	0	2.54	1.5	0	26	1.0	2	Adjective
2403	snug	0	2.54	1.45	1	27	0.9629629629629629	73	Adjective
2404	spry	0	2.54	1.37	1	29	0.9655172413793104	32	Adjective
2405	startling	0	2.54	1.37	1	29	0.9655172413793104	70	Adjective
2406	synaptic	0	2.54	1.47	4	28	0.8571428571428571	24	Adjective
2407	tasteless	0	2.54	1.57	1	29	0.9655172413793104	45	Adjective
2408	telekinetic	0	2.54	1.37	1	29	0.9655172413793104	13	Adjective
2409	understaffed	0	2.54	1.48	0	26	1.0	22	Adjective
2410	unreleased	0	2.54	1.4	1	29	0.9655172413793104	2	Adjective
2411	angry	0	2.53	1.63	0	30	1.0	3008	Adjective
2412	astronomic	0	2.53	1.17	1	31	0.967741935483871	3	Adjective
2413	curable	0	2.53	1.53	0	30	1.0	13	Adjective
2414	extinct	0	2.53	1.66	0	30	1.0	128	Adjective
2415	gentle	0	2.53	1.38	0	30	1.0	844	Adjective
2416	klutzy	0	2.53	1.33	0	30	1.0	5	Adjective
2417	nonrefundable	0	2.53	1.61	0	30	1.0	7	Adjective
2418	unrefined	0	2.53	1.55	0	30	1.0	12	Adjective
2419	untreatable	0	2.53	1.07	0	30	1.0	7	Adjective
2420	aural	0	2.52	1.53	4	29	0.8620689655172413	4	Adjective
2421	bestselling	0	2.52	1.27	1	30	0.9666666666666667	4	Adjective
2422	blasted	0	2.52	1.38	0	29	1.0	229	Adjective
2423	businesslike	0	2.52	1.48	0	27	1.0	12	Adjective
2424	certified	0	2.52	1.24	0	29	1.0	138	Adjective
2425	childish	0	2.52	1.18	0	29	1.0	250	Adjective
2426	chocoholic	0	2.52	1.63	3	30	0.9	1	Adjective
2427	clinical	0	2.52	1.24	0	29	1.0	149	Adjective
2428	collective	0	2.52	1.25	0	27	1.0	122	Adjective
2429	corrective	0	2.52	1.12	0	29	1.0	26	Adjective
2430	dietary	0	2.52	1.35	0	29	1.0	18	Adjective
2431	ergonomic	0	2.52	1.45	1	30	0.9666666666666667	5	Adjective
2432	escapable	0	2.52	1.22	1	28	0.9642857142857143	1	Adjective
2433	financial	0	2.52	1.18	0	29	1.0	777	Adjective
2434	flawless	0	2.52	1.5	0	27	1.0	80	Adjective
2435	gay	0	2.52	1.31	0	27	1.0	3013	Adjective
2436	glamorous	0	2.52	1.2	0	23	1.0	151	Adjective
2437	gleaming	0	2.52	1.48	0	25	1.0	36	Adjective
2438	gloomy	0	2.52	1.4	0	27	1.0	123	Adjective
2439	grouchy	0	2.52	1.28	0	27	1.0	44	Adjective
2440	horrifying	0	2.52	1.5	0	29	1.0	80	Adjective
2441	imperial	0	2.52	1.58	1	28	0.9642857142857143	126	Adjective
2442	impregnable	0	2.52	1.12	2	25	0.92	29	Adjective
2443	indistinguishable	0	2.52	1.43	0	29	1.0	14	Adjective
2444	infantile	0	2.52	1.4	0	27	1.0	38	Adjective
2445	lame	0	2.52	1.58	0	27	1.0	557	Adjective
2446	livid	0	2.52	1.29	2	27	0.9259259259259259	22	Adjective
2447	malignant	0	2.52	1.29	0	25	1.0	63	Adjective
2448	natal	0	2.52	1.44	4	27	0.8518518518518519	5	Adjective
2449	palpable	0	2.52	1.35	1	30	0.9666666666666667	21	Adjective
2451	previous	0	2.52	1.36	0	31	1.0	484	Adjective
2452	probing	0	2.52	1.5	0	29	1.0	40	Adjective
2453	proportionate	0	2.52	1.42	1	28	0.9642857142857143	8	Adjective
2454	reachable	0	2.52	1.22	0	27	1.0	13	Adjective
2455	rude	0	2.52	1.42	0	25	1.0	1125	Adjective
2456	salaried	0	2.52	1.45	0	29	1.0	9	Adjective
2457	seaworthy	0	2.52	1.05	1	26	0.9615384615384616	10	Adjective
2458	seducible	0	2.52	1.42	4	29	0.8620689655172413	1	Adjective
2459	seismographic	0	2.52	1.48	3	30	0.9	2	Adjective
2460	semiannual	0	2.52	1.53	0	27	1.0	2	Adjective
2461	shy	0	2.52	1.31	0	27	1.0	937	Adjective
2462	stratospheric	0	2.52	1.22	0	27	1.0	2	Adjective
2463	tepid	0	2.52	1.34	2	29	0.9310344827586207	12	Adjective
2464	tiring	0	2.52	1.39	0	25	1.0	60	Adjective
2465	treasured	0	2.52	1.19	0	25	1.0	30	Adjective
2466	undisguised	0	2.52	1.27	1	30	0.9666666666666667	1	Adjective
2467	unengaged	0	2.52	1.28	1	28	0.9642857142857143	1	Adjective
2468	unpaid	0	2.52	1.38	0	29	1.0	51	Adjective
2469	unsaturated	0	2.52	1.61	0	25	1.0	1	Adjective
2470	unstable	0	2.52	1.4	0	29	1.0	260	Adjective
2471	vocational	0	2.52	1.18	0	29	1.0	15	Adjective
2472	wolfish	0	2.52	1.35	1	30	0.9666666666666667	2	Adjective
2473	grisly	0	2.51	1.3	307	5898	0.9479484571041031	46	Adjective
2474	advisory	0	2.5	1.35	1	25	0.96	51	Adjective
2475	agoraphobic	0	2.5	1.37	4	26	0.8461538461538461	9	Adjective
2476	ample	0	2.5	0.96	0	22	1.0	93	Adjective
2477	barbaric	0	2.5	1.55	0	28	1.0	72	Adjective
2478	brisk	0	2.5	1.3	0	26	1.0	53	Adjective
2479	cannibalistic	0	2.5	1.29	0	28	1.0	6	Adjective
2480	chambered	0	2.5	1.35	1	29	0.9655172413793104	3	Adjective
2481	cooperative	0	2.5	1.28	0	30	1.0	104	Adjective
2482	cretaceous	0	2.5	1.57	4	26	0.8461538461538461	12	Adjective
2483	cumbersome	0	2.5	1.11	0	30	1.0	15	Adjective
2484	dateless	0	2.5	1.4	2	30	0.9333333333333333	19	Adjective
2485	disorientated	0	2.5	1.39	2	28	0.9285714285714286	4	Adjective
2486	excess	0	2.5	1.29	0	28	1.0	156	Adjective
2487	extraterrestrial	0	2.5	1.45	0	26	1.0	102	Adjective
2489	flavorful	0	2.5	1.29	0	28	1.0	3	Adjective
2490	foreign	0	2.5	1.4	2	30	0.9333333333333333	1137	Adjective
2491	formless	0	2.5	1.45	0	28	1.0	4	Adjective
2492	funny	0	2.5	1.37	0	28	1.0	11127	Adjective
2493	gentlemanlike	0	2.5	1.39	2	28	0.9285714285714286	3	Adjective
2495	homophobic	0	2.5	1.4	0	28	1.0	37	Adjective
2496	homophonic	0	2.5	1.5	4	26	0.8461538461538461	1	Adjective
2497	horrific	0	2.5	1.31	0	30	1.0	70	Adjective
2498	hourly	0	2.5	1.38	0	30	1.0	37	Adjective
2499	incoming	0	2.5	1.3	0	26	1.0	315	Adjective
2500	inert	0	2.5	1.45	2	28	0.9285714285714286	18	Adjective
2501	interactive	0	2.5	1.07	0	28	1.0	28	Adjective
2502	intoxicating	0	2.5	1.26	0	28	1.0	49	Adjective
2503	lustrous	0	2.5	1.35	1	29	0.9655172413793104	15	Adjective
2504	mitigating	0	2.5	1.35	4	28	0.8571428571428571	31	Adjective
2505	musky	0	2.5	1.45	0	26	1.0	7	Adjective
2506	nebulous	0	2.5	1.36	2	28	0.9285714285714286	3	Adjective
2507	nonviolent	0	2.5	1.43	0	28	1.0	32	Adjective
2509	pendulous	0	2.5	1.18	4	28	0.8571428571428571	3	Adjective
2510	pestilent	0	2.5	1.32	4	28	0.8571428571428571	1	Adjective
2511	psychopathic	0	2.5	1.53	1	27	0.9629629629629629	37	Adjective
2512	pubescent	0	2.5	1.35	3	27	0.8888888888888888	10	Adjective
2513	real	0	2.5	1.62	0	28	1.0	22583	Adjective
2514	recent	0	2.5	1.38	0	30	1.0	669	Adjective
2515	relaxed	0	2.5	1.2	0	28	1.0	356	Adjective
2516	religious	0	2.5	1.46	0	30	1.0	707	Adjective
2517	scalable	0	2.5	1.35	4	28	0.8571428571428571	2	Adjective
2518	scared	0	2.5	1.3	0	32	1.0	6803	Adjective
2519	sexual	0	2.5	1.33	2	28	0.9285714285714286	1693	Adjective
2520	stainable	0	2.5	1.36	0	26	1.0	1	Adjective
2521	superconducting	0	2.5	1.32	2	30	0.9333333333333333	6	Adjective
2522	surprised	0	2.5	1.33	0	26	1.0	2808	Adjective
2523	theatric	0	2.5	1.11	2	30	0.9333333333333333	1	Adjective
2524	tough	0	2.5	1.35	0	28	1.0	4616	Adjective
2526	unaesthetic	0	2.5	1.47	3	27	0.8888888888888888	1	Adjective
2528	unproduced	0	2.5	1.43	2	30	0.9333333333333333	5	Adjective
2529	verbal	0	2.5	1.48	0	28	1.0	149	Adjective
2530	villainous	0	2.5	1.07	0	28	1.0	16	Adjective
2531	watchable	0	2.5	1.14	0	28	1.0	4	Adjective
2532	alternating	0	2.48	1.23	0	25	1.0	21	Adjective
2533	astrological	0	2.48	1.12	1	30	0.9666666666666667	15	Adjective
2534	bearish	0	2.48	1.29	2	27	0.9259259259259259	2	Adjective
2536	consecutive	0	2.48	1.33	0	29	1.0	83	Adjective
2537	continental	0	2.48	1.36	0	25	1.0	168	Adjective
2538	demographic	0	2.48	1.22	0	27	1.0	44	Adjective
2540	distinguishable	0	2.48	1.19	0	27	1.0	1	Adjective
2541	disturbing	0	2.48	1.31	0	27	1.0	463	Adjective
2542	doctoral	0	2.48	1.4	0	27	1.0	19	Adjective
2543	embraceable	0	2.48	1.27	0	23	1.0	2	Adjective
2544	exhausting	0	2.48	1.24	0	29	1.0	111	Adjective
2545	glorying	0	2.48	1.23	3	28	0.8928571428571429	1	Adjective
2546	haphazard	0	2.48	1.42	1	28	0.9642857142857143	10	Adjective
2548	hoggish	0	2.48	1.24	3	26	0.8846153846153846	1	Adjective
2549	immaculate	0	2.48	1.55	0	27	1.0	40	Adjective
2550	immunosuppressive	0	2.48	1.42	3	28	0.8928571428571429	3	Adjective
2551	indigestible	0	2.48	1.05	1	28	0.9642857142857143	3	Adjective
2552	instable	0	2.48	1.19	2	29	0.9310344827586207	2	Adjective
2553	literate	0	2.48	1.34	0	27	1.0	17	Adjective
2554	livable	0	2.48	1.38	0	23	1.0	14	Adjective
2555	matriarchal	0	2.48	1.48	1	28	0.9642857142857143	1	Adjective
2556	mild	0	2.48	1.18	0	29	1.0	245	Adjective
2557	monstrous	0	2.48	1.31	0	27	1.0	122	Adjective
2558	nonverbal	0	2.48	1.61	0	25	1.0	7	Adjective
2559	prime	0	2.48	1.34	0	27	1.0	933	Adjective
2560	prosperous	0	2.48	1.39	1	26	0.9615384615384616	64	Adjective
2561	psychoactive	0	2.48	1.25	2	23	0.9130434782608695	2	Adjective
2562	pushy	0	2.48	1.38	0	29	1.0	121	Adjective
2564	removable	0	2.48	1.48	0	27	1.0	6	Adjective
2565	seductive	0	2.48	1.53	0	29	1.0	38	Adjective
2566	sleazy	0	2.48	1.25	0	27	1.0	111	Adjective
2567	studious	0	2.48	1.05	0	25	1.0	6	Adjective
2568	tectonic	0	2.48	1.34	3	30	0.9	10	Adjective
2570	unauthorized	0	2.48	1.33	0	29	1.0	118	Adjective
2573	visionary	0	2.48	1.31	0	27	1.0	66	Adjective
2574	womanly	0	2.48	1.45	0	29	1.0	8	Adjective
2575	yappy	0	2.48	1.5	4	29	0.8620689655172413	5	Adjective
2576	diagnostic	0	2.47	1.36	0	30	1.0	72	Adjective
2577	dormant	0	2.47	1.46	0	30	1.0	59	Adjective
2578	ethnic	0	2.47	1.31	0	30	1.0	91	Adjective
2579	localized	0	2.47	1.22	0	30	1.0	20	Adjective
2580	neat	0	2.47	1.25	0	30	1.0	635	Adjective
2581	sullen	0	2.47	1.22	0	30	1.0	29	Adjective
2582	biogenetic	0	2.46	1.28	3	27	0.8888888888888888	4	Adjective
2583	boozy	0	2.46	1.35	1	29	0.9655172413793104	8	Adjective
2584	bounteous	0	2.46	1.22	4	28	0.8571428571428571	2	Adjective
2585	brash	0	2.46	1.39	2	28	0.9285714285714286	21	Adjective
2586	convalescent	0	2.46	1.36	4	30	0.8666666666666667	17	Adjective
2587	cruddy	0	2.46	1.35	0	28	1.0	15	Adjective
2588	devout	0	2.46	1.3	2	28	0.9285714285714286	38	Adjective
2589	dexterous	0	2.46	1.1	1	27	0.9629629629629629	5	Adjective
2590	eligible	0	2.46	1.4	0	28	1.0	169	Adjective
2591	erectile	0	2.46	1.14	0	26	1.0	24	Adjective
2592	extra	0	2.46	1.5	0	26	1.0	3017	Adjective
2593	feminist	0	2.46	1.29	0	28	1.0	93	Adjective
2594	fevered	0	2.46	1.2	1	29	0.9655172413793104	8	Adjective
2595	fictitious	0	2.46	1.4	0	28	1.0	31	Adjective
2596	gawky	0	2.46	1.35	2	26	0.9230769230769231	14	Adjective
2597	girly	0	2.46	1.33	1	27	0.9629629629629629	68	Adjective
2598	guttural	0	2.46	1.41	4	28	0.8571428571428571	8	Adjective
2599	hypersexual	0	2.46	1.26	2	30	0.9333333333333333	1	Adjective
2600	indestructible	0	2.46	1.5	0	28	1.0	74	Adjective
2601	infertile	0	2.46	1.6	1	29	0.9655172413793104	14	Adjective
2602	intelligent	0	2.46	1.33	0	26	1.0	689	Adjective
2603	lawful	0	2.46	1.29	0	28	1.0	111	Adjective
2604	loopy	0	2.46	1.35	1	29	0.9655172413793104	33	Adjective
2605	macroscopic	0	2.46	1.32	4	28	0.8571428571428571	11	Adjective
2606	medieval	0	2.46	1.36	1	27	0.9629629629629629	151	Adjective
2607	motherly	0	2.46	1.07	0	28	1.0	23	Adjective
2608	nonpublic	0	2.46	1.45	1	29	0.9655172413793104	1	Adjective
2609	payable	0	2.46	1.29	0	28	1.0	38	Adjective
2610	prolific	0	2.46	1.44	1	25	0.96	18	Adjective
2611	reciprocal	0	2.46	1.17	2	28	0.9285714285714286	23	Adjective
2612	replaceable	0	2.46	1.48	0	26	1.0	11	Adjective
2613	restless	0	2.46	1.17	0	28	1.0	247	Adjective
2614	ritzy	0	2.46	1.14	0	28	1.0	19	Adjective
2615	satirical	0	2.46	1.35	1	29	0.9655172413793104	9	Adjective
2616	senile	0	2.46	1.5	2	30	0.9333333333333333	88	Adjective
2617	shapeless	0	2.46	1.37	0	28	1.0	5	Adjective
2618	shocking	0	2.46	1.1	0	28	1.0	315	Adjective
2619	similar	0	2.46	1.26	0	28	1.0	695	Adjective
2620	smaller	0	2.46	1.42	0	26	1.0	680	Adjective
2621	soldierly	0	2.46	1.2	2	30	0.9333333333333333	5	Adjective
2622	solvable	0	2.46	1.28	0	24	1.0	2	Adjective
2623	supervisory	0	2.46	1.4	1	29	0.9655172413793104	16	Adjective
2624	uninterrupted	0	2.46	1.37	0	28	1.0	27	Adjective
2625	unlisted	0	2.46	1.53	0	28	1.0	49	Adjective
2626	vegetative	0	2.46	1.2	0	28	1.0	26	Adjective
2627	vice	0	2.46	1.55	1	29	0.9655172413793104	950	Adjective
2628	warlike	0	2.46	1.1	2	26	0.9230769230769231	14	Adjective
2629	witchy	0	2.46	1.33	1	27	0.9629629629629629	13	Adjective
2630	bloodthirsty	0	2.45	1.3	1	30	0.9666666666666667	49	Adjective
2631	broad	0	2.45	1.43	0	29	1.0	751	Adjective
2632	civic	0	2.45	1.1	0	22	1.0	110	Adjective
2633	clingy	0	2.45	1.3	0	29	1.0	30	Adjective
2634	crafty	0	2.45	1.34	0	31	1.0	53	Adjective
